phylum,1F1,1F10,1F11,1F12,1F13,1F14,1F15,1F16,1F17,1F18,1F19,1F2,1F20,1F21,1F3,1F4,1F5,1F6,1F7,1F8,1F9,1M1,1M10,1M11,1M12,1M13,1M14,1M15,1M16,1M17,1M18,1M19,1M2,1M20,1M21,1M22,1M23,1M24,1M25,1M26,1M27,1M28,1M29,1M3,1M30,1M31,1M32,1M33,1M34,1M35,1M36,1M4,1M5,1M6,1M7,1M8,1M9,2F13,2F14,2F15,2F16,2F17,2F18,2F19,2F20,2F21,2F22,2F23,2F24,2F25,2F26,2F27,2F28,2F29,2F30,2F31,2F32,2F33,2F34,2F35,2M13,2M14,2M15,2M16,2M17,2M18,2M19,2M20,2M21,2M22,2M23,2M24,2M25,2M26,2M27,2M28,2M29,2M30,2M31,2M32,2M33,2M34,2M35,3F1,3F10,3F11,3F12,3F13,3F14,3F15,3F16,3F18,3F19,3F2,3F20,3F21,3F22,3F3,3F4,3F5,3F6,3F7,3F8,3F9,3M1,3M10,3M11,3M13,3M14,3M15,3M16,3M17,3M18,3M19,3M2,3M20,3M21,3M22,3M23,3M24,3M25,3M26,3M27,3M4,3M5,3M6,3M7,3M8,3M9,4F1,4F10,4F11,4F12,4F13,4F14,4F15,4F16,4F17,4F18,4F19,4F2,4F20,4F21,4F22,4F23,4F3,4F4,4F5,4F6,4F7,4F8,4F9,4M1,4M10,4M11,4M12,4M13,4M14,4M15,4M16,4M17,4M18,4M19,4M2,4M20,4M21,4M22,4M23,4M3,4M4,4M5,4M6,4M7,4M8,4M9,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CL1,CL2,CL3,CL4,CL5,CL6,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,CM9,DH1,DH2,DH3,DH4,DH5,DH6,DH7,DH8,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,FF1,FF10,FF101,FF102,FF103,FF104,FF105,FF106,FF107,FF108,FF109,FF11,FF110,FF111,FF112,FF114,FF115,FF116,FF117,FF118,FF119,FF12,FF120,FF121,FF122,FF123,FF124,FF125,FF126,FF127,FF128,FF129,FF13,FF130,FF131,FF132,FF133,FF134,FF135,FF136,FF137,FF14,FF15,FF16,FF17,FF18,FF19,FF2,FF20,FF21,FF22,FF23,FF24,FF25,FF26,FF27,FF28,FF29,FF3,FF30,FF31,FF32,FF33,FF34,FF35,FF36,FF37,FF38,FF39,FF4,FF40,FF42,FF43,FF44,FF45,FF46,FF47,FF48,FF49,FF5,FF50,FF51,FF52,FF53,FF54,FF55,FF56,FF57,FF59,FF6,FF60,FF61,FF62,FF63,FF64,FF67,FF68,FF69,FF7,FF70,FF71,FF72,FF73,FF74,FF75,FF76,FF77,FF78,FF79,FF8,FF80,FF81,FF82,FF83,FF84,FF85,FF86,FF87,FF88,FF9,FF90,FF91,FF92,FF93,FF94,FF95,FF96,FF97,FF98,FF99,FFA100,FFA105,FFA106,FFA108,FFA109,FFA110,FFA58,FFA65,FFA66,FFA89,Li_msystem_SRR14263242,Li_msystem_SRR14263243,Li_msystem_SRR14263244,Li_msystem_SRR14263245,Li_msystem_SRR14263246,Li_msystem_SRR14263247,Li_msystem_SRR14263248,Li_msystem_SRR14263249,Li_msystem_SRR14263250,Li_msystem_SRR14263251,Li_msystem_SRR14263252,Li_msystem_SRR14263253,Li_msystem_SRR14263254,Li_msystem_SRR14263255,Li_msystem_SRR14263256,Li_msystem_SRR14263257,Li_msystem_SRR14263258,Li_msystem_SRR14263259,Li_msystem_SRR14263260,Li_msystem_SRR14263261,Li_msystem_SRR14263262,Li_msystem_SRR14263263,Li_msystem_SRR14263264,Li_msystem_SRR14263265,Li_msystem_SRR14263266,Li_msystem_SRR14263267,Li_msystem_SRR14263268,Li_msystem_SRR14263269,Li_msystem_SRR14263270,Li_msystem_SRR14263271,Li_msystem_SRR14263272,Li_msystem_SRR14263273,Li_msystem_SRR14263274,Li_msystem_SRR14263275,Li_msystem_SRR14263276,Li_msystem_SRR14263277,Li_msystem_SRR14263278,Li_msystem_SRR14263279,Li_msystem_SRR14263280,Li_msystem_SRR14263281,Li_msystem_SRR14263282,Li_msystem_SRR14263283,Li_msystem_SRR14263284,Li_msystem_SRR14263285,Li_msystem_SRR14263286,M_A1_H1,M_A1_H10,M_A1_H11,M_A1_H12,M_A1_H2,M_A1_H3,M_A1_H4,M_A1_H5,M_A1_H6,M_A1_H7,M_A1_H8,M_A1_H9,M_A4_M1,M_A4_M10,M_A4_M11,M_A4_M2,M_A4_M3,M_A4_M4,M_A4_M5,M_A4_M6,M_A4_M7,M_A4_M8,M_A4_M9,M_A6_L1,M_A6_L10,M_A6_L11,M_A6_L2,M_A6_L3,M_A6_L4,M_A6_L5,M_A6_L6,M_A6_L7,M_A6_L8,M_A6_L9,M_B1_H13,M_B1_H14,M_B1_H15,M_B1_H16,M_B1_H17,M_B1_H18,M_B1_H19,M_B1_H20,M_B1_H21,M_B1_H22,M_B2_M12,M_B2_M13,M_B2_M14,M_B2_M15,M_B2_M16,M_B2_M17,M_B2_M18,M_B2_M19,M_B2_M20,M_B4_L12,M_B4_L13,M_B4_L14,M_B4_L15,M_B4_L16,M_B4_L17,M_B4_L18,M_B4_L19,M_B4_L20,M_B4_L21,M_C2_L22,M_C2_L23,M_C2_L24,M_C2_L25,M_C2_L26,M_C2_L27,M_C2_L28,M_C2_L29,M_C2_L30,M_C2_L31,M_C2_L32,M_C2_L33,M_C4_M21,M_C4_M22,M_C4_M23,M_C4_M24,M_C4_M25,M_C4_M26,M_C4_M27,M_C4_M28,M_C4_M29,M_C4_M30,M_C4_M31,M_C4_M32,M_C4_M33,M_C6_H23,M_C6_H24,M_C6_H25,M_C6_H26,M_C6_H27,M_C6_H28,M_C6_H29,M_C6_H30,M_C6_H31,M_C6_H32,M_C6_H33,M_C6_H34,M_D2_L34,M_D2_L35,M_D2_L36,M_D2_L37,M_D2_L38,M_D2_L39,M_D2_L40,M_D2_L41,M_D2_L42,M_D2_L43,M_D2_L44,M_D2_L45,M_D3_M34,M_D3_M35,M_D3_M36,M_D3_M37,M_D3_M38,M_D3_M39,M_D6_H35,M_D6_H36,M_D6_H37,M_D6_H38,M_D6_H39,M_D6_H40,M_D6_H41,M_D6_H42,M_D6_H43,M_D6_H44
Actinobacteriota,0.0006063872793424066,0.0008848438882568576,0.0009559345030682414,0.00027933827865545176,0.000490814752489132,0.0014247781879411956,0.0015868436237738027,0.0005707762557077625,0.0005971733793378011,0.0013520473860417204,0.0006429740472293664,0.0012815583749839804,0.0015598885793871866,0.0008559201141226819,0.0007978117164349213,0.0005315693107317938,0.0013156321014232747,0.0018727593771737385,0.0012512797178933,0.0025995032060539543,0.0012010409021151664,0.004575945088658936,0.001677058697054397,0.00872517837187312,0.008236263089775268,0.0030533056274118994,0.0026396673295968178,0.003738473041455512,0.003865787778163255,0.0015098612814947628,0.0027291549030679465,0.0010030492697801316,0.00473650326496827,0.0012880892001771122,0.0013813108640099454,0.001800298586106964,0.004114869840169792,0.004707870593915983,0.0017079080112801367,0.002714072465734835,0.004488330341113106,0.0052928416485900215,0.0013411363082175079,0.0008479966080135679,0.0013043275725532213,0.0019047619047619048,0.0017729067612216938,0.003928997404055287,0.01137109118740433,0.0030876109610189118,0.002292263610315186,0.000946262264056975,0.005972625466611365,0.004354452427607228,0.004237494520481224,0.01250539025442001,0.001364538537876282,0.006686812833536939,0.01365386012056068,0.006095773987456773,0.006686144510619171,0.00212727162219656,0.009617474462073462,0.0030977015054829316,0.00473302765863038,0.0172131580336871,0.009212533740171341,0.002305209774089442,0.0019674281342223193,0.004970429092739399,0.0031725372163019603,0.009327115256495669,0.008665511265164644,0.006530856800479329,0.0027331738981892723,0.003884686158249847,0.005467326217130955,0.005373690848275484,0.004539089284851997,0.005041048538095924,0.008121827411167513,0.00409352667730521,0.012671420735052112,0.009169054441260744,0.008572898211121907,0.007180925666199159,0.005275304978569074,0.0032435563278308717,0.003001293661060802,0.0009772231827407352,0.004297906305642537,0.0022405825514633807,0.0066067653276955605,0.004018754186202277,0.006626736332356315,0.005384206328104228,0.012423389100546628,0.036452687783532056,0.012058933933933935,0.009085245561208597,0.03041349859389647,0.0179295154185022,0.02929137886927603,0.00420803471628641,0.005024875621890548,0.008874989434536388,0.0047018400470184,0.013282082508753235,0.008255880367620334,0.01827421088634809,0.03659053142615099,0.0016032558426342727,0.0056507203928877845,0.012259274507113125,0.005075337034099921,0.004668240230789405,0.002981205443940376,0.007051325513594142,0.006994796553783161,0.007969303423848878,0.015336083474884736,0.04055543310557637,0.039693107602561666,0.0038306199775159262,0.0033762872094986215,0.01816508622414276,0.005385845325254566,0.011236531554643407,0.008760900425877105,0.00903225806451613,0.007064836155927448,0.0029152915291529155,0.0025517178529116924,0.00778642936596218,0.004539456320929005,0.002493476369962308,0.0048322293408622,0.005162099575453493,0.001624548736462094,0.006895238095238095,0.011736367363673637,0.007200209460638855,0.003115110759493671,0.004967192003434108,0.00789854266325509,0.011496014714898835,0.033291494829956365,0.03155063618495914,0.0009096532401848415,0.0020521841102316037,0.000807474910600992,0.002404240205453254,0.009245911418203509,0.0010470107842110773,0.02543320290665176,0.00298306389530408,0.0019568489713998995,0.006011365237401963,0.003751633435906083,0.005139678316604185,0.0023018039719501096,0.0012306177701206006,0.00288659793814433,0.005996818014930853,0.0022066034651847008,0.0019791202810350798,0.0034603786642938357,0.004061776791196335,0.005230075332277722,0.001920898389400581,0.0025928173442930436,0.0020404693079408265,0.007822623218313576,0.0071059431524547806,0.003931006819093461,0.006308706014299734,0.0036322645290581164,0.006739875660914532,0.007046354530631261,0.004610307677375522,0.004446816079686944,0.018355359765051395,0.00669938459141544,0.010500235960358659,0.011641534494882413,0.009042825456406757,0.004002287021154946,0.012769291030160595,6.808510638297873e-05,0.006989560464178503,0.012927098851458504,0.010877829112813615,0.012934924295598114,0.003503035964502569,0.006530060797117767,0.0012217470983506415,0.0003068425897514575,0.0006024398815201566,0.0005149330587023687,0.00025032542304996493,0.0003280167288531715,0.00039574573336631215,0.00042464648180389825,0.0004966476285075739,0.0003361344537815126,0.00018848364904344549,0.000123634865031939,0.0006043208943949237,0.00029221253591779086,0.00022180326050792945,0.0005571030640668524,0.0001801477211313277,0.00015542430836182778,0.0001982848361671541,0.0005857294994675187,0.0006569306180201122,0.0003631246879397213,0.0006747963560996771,0.0003034287448164256,0.00027042862937756343,0.00047612864130199543,0.00038905459732849174,0.0002955457040320878,0.00035495957404851116,0.0005326559042858314,0.0009255331456557788,0.0004488330341113106,0.0006127162181269736,0.0002991325157044571,0.00026400549131421933,0.0002334485012606219,0.0004131851987879901,0.00055005500550055,0.0005267038870746866,0.000421474105684632,0.0005715102157451065,0.0004623208506703652,0.00020012007204322593,4.8773350241428086e-05,0.0002156287735035363,0.0003739016638624042,0.00045367933944288175,0.000641524996563259,0.007004202521512908,0.003623626041792487,0.005234297108673978,0.0033367556468172485,0.0029498525073746312,0.004766160262138814,0.004668155063933428,0.005394801373222168,0.007619047619047619,0.0038643194504079004,0.006527947776417789,0.010098928276999175,0.002959455460195324,0.006535093451836361,0.001330039901197036,0.004093567251461989,0.008302986161689731,0.007225151337629369,0.0032509112402718944,0.009305654974946313,0.005130019458694499,0.004782354089400742,0.005000581462960809,0.002290294875465216,0.0025484199796126403,0.00255025502550255,0.003480179950768186,0.003470059613844648,0.0034385113268608413,0.006150749273093268,0.004481546572934973,0.0037803213273128215,0.009074035883687359,0.00436429512516469,0.002359774913777455,0.016346593507087333,0.00437985267768266,0.004670169293636894,0.005634978607951581,0.003674628361449808,0.006305170239596469,0.005140579101972304,0.005990632828667901,0.006229685807150596,0.003798219584569733,0.008768267223382045,0.00632258064516129,0.0069124423963133645,0.006689684937419077,0.008464328899637243,0.002387130254281266,0.003132234781424486,0.007296197558580048,0.003155479059093517,0.005808417444296324,0.003750815394651011,0.005019072475406545,0.007685512367491166,0.01456487437795849,0.004490749056942698,0.00879156010230179,0.0030268239223463105,0.0024325263523688172,0.00333889816360601,0.004990833163577103,0.00969091094562889,0.007312183040452884,0.00380420999239158,0.005236198064883324,0.008270972823946435,0.0036842105263157894,0.0037475944495087613,0.005260594252313688,0.0025589991470002845,0.0036503182328715836,0.005036843578024438,0.0015943877551020409,0.0029141448105805875,0.006302785831337451,0.003928103797167004,0.00277300937541265,0.004461538461538461,0.0030864197530864196,0.0017773263932969405,0.001767453604342886,0.004250232434586267,0.003632719528999123,0.0041140587317349975,0.00251277326409247,0.002727498140342177,0.00263042525208242,0.006194081211286993,0.005531653349723417,0.00787746170678337,0.005400952032222629,0.0045744864491627825,0.0055464629932715035,0.003158970547245192,0.004361370716510903,0.004673807205452775,0.005593536357986327,0.004052584758327567,0.0033694344163658243,0.004042400287459576,0.005405861981586282,0.012901549917741796,0.008648203438690416,0.004421392738712695,0.004229705547421507,0.008215488215488216,0.00580046403712297,0.001971414489896501,0.006248372819578235,0.004736063147508633,0.006861682918020947,0.006616939364773821,0.004022603198927306,0.002764817694833247,0.0046449900464499,0.004788732394366197,0.006630397823869432,0.004061677322301617,0.005305295649657567,0.006389776357827476,0.0032726528942524035,0.005269058295964126,0.008032441706308976,0.0067098293113596235,0.0031972454500737825,0.005274588892336333,0.0042663219133807365,0.00733583825371265,0.01760715832010391,0.008883624518803672,0.011736334405144695,0.008936825885978428,0.0020199299757608404,0.007552513570922822,0.006756756756756757,0.006375606375606376,0.001157598809326939,0.005437170474516696,0.005918843549029651,0.0010609748486550585,0.0017551044287135084,0.0016131471492665222,0.005568158383171788,0.005161656267725468,0.0022886786695148,0.007905138339920948,0.0013812154696132596,0.0021001050052502626,0.0035607463324312774,0.005523927625274787,0.0013861614878133302,0.00947075208913649,0.01675306957708049,0.0009934714731762702,0.0035170577299904536,0.003602816747639063,0.0018788842318254082,0.0019439044709802832,0.0008635045950780238,0.0027481191151957473,0.003234501347708895,0.0015820996722793535,0.005680637339799099,0.003173560954256949,0.003226131666498639,0.0033962264150943396,0.0019099590723055935,0.0014457552625491558,0.0,0.0018109976950938427,0.0015393724097098876,0.006623595200608068,0.0009192383453709783,0.001117675235510139,0.002855603448275862,0.002792460357036003,0.0017893299430239676,0.006286013619696176,0.004514061300952467,0.001962183374955405,0.0012705012705012705,0.007390705248653389,0.00573758115657557,0.0066518847006651885,0.009203427483338623,0.01368738023542294,0.017269633177864615,0.007781362687416967,0.004433037797480168,0.005817335660267597,0.004431314623338257,0.003400878560294743,0.009449071108263934,0.004317064396210577,0.005289968652037617,0.005961251862891207,0.012485214877119202,0.007822878228782288,0.00568104964155282,0.003819810326659642,0.008763017526035052,0.005282271376691978,0.002593092002904263,0.001990049751243781,0.004970178926441352,0.01737417159233387,0.006227758007117438,0.026835902085222123,0.011759935117599351,0.0119276644863409,0.007404083464213597,0.008742911153119093,0.008512769153730596,0.006548474684555183,0.023984992630309527,0.005015432098765432,0.006311360448807854,0.006086427267194157,0.004647920055775041,0.008017103153393906,0.007678244972577696,0.003237410071942446,0.009691313711414214,0.0038910505836575876,0.013285533530156053,0.005279034690799397,0.009250693802035153,0.008731082654249126,0.004759386567953464,0.007372654155495978,0.007252747252747253,0.002701891323926749,0.005943152454780362,0.007523611333440051,0.013555555555555555,0.007831120190670752,0.011414881623449832,0.009790483649892304,0.008630835621812475,0.009468114731272625,0.013096519555077143,0.011624834874504624,0.011040092969203951,0.01451378809869376,0.006402048655569782,0.008862161734451654,0.007695195195195195,0.008208321539767903,0.00805693567879683,0.009688784497944804,0.01088101088101088,0.008022130013831258,0.007958801498127341,0.004328358208955224,0.004939533299267587,0.00959474813786138,0.005155968032998196,0.005894271504881194,0.006505026611472502,0.007252363903424218,0.007079851439182916,0.006008087810514154,0.007396915328926661,0.0088883621711306,0.0083593085860017,0.018050541516245487,0.007066528783178214,0.011470638589282657,0.005909797822706065,0.005322128851540616,0.007781635340596193,0.011981011227488509,0.02021772939346812,0.00727802037845706,0.008216407533813678,0.003556843630615202,0.005999250093738283,0.003491010647582475,0.0045209528777603895,0.007331845712464138,0.002565042139978014,0.013857998289136014,0.008036890645586298,0.00850411264463962,0.008882407530160414,0.0070510811657787525,0.00730329337191677,0.00934247871333964,0.006243496357960458,0.005811272022876119,0.005514534068604543,0.010471204188481676,0.008310530049660484,0.005706332637439109,0.004651162790697674,0.00577182856441115,0.0204468802698145,0.01473270660867125,0.010819808572617561,0.006164191650322219,0.005320638476617194,0.003954522985664854,0.007800891530460624,0.013986013986013986,0.004757785467128028,0.014397367338543809,0.010031131096506399,0.002374893977947413,0.0024316109422492403
Armatimonadota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00447194633664396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015635059321254484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042399830400678397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007968524328900842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
